smiles,log HLM(ml/min/kg)
CC1(NC(=O)Nc2ccccc2F)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,1.158362492
CC1(NS(=O)(=O)c2ccc3c(c2)c(=O)n(CC#N)c(=O)n3CC2CC2)CC1,1.184691431
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,1.484442208
CC1CCC(=O)N1c1ccc(C(=O)Nc2cccc3cccnc23)cc1,1.158362492
CC1CCN(C(=O)C2CCOC2)CC1N(C)c1ncnc2[nH]ccc12,0.995635195
CC1CCN(C(=O)CC(F)(F)F)CC1N(C)c1ncnc2[nH]ccc12,1.158362492
CC1CCN(C(=O)CC2CC2)CC1N(C)c1ncnc2[nH]ccc12,1.799340549
CC1CCN(C(=O)CS(C)(=O)=O)CC1N(C)c1ncnc2[nH]ccc12,0.857332496
CC1CCN(C(=O)c2ccc3cc(OCCCN4CCCCC4)ccc3c2)CC1,1.459392488
CC1CCN(C(=O)c2ccsc2)CC1N(C)c1ncnc2[nH]ccc12,1.617000341
CC1CCc2ccccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.061452479
CC1CS(=O)(=O)CCN1C[C@H]1CN(S(=O)(=O)c2cccs2)CCN1c1ccc(C(C)(O)C(F)(F)F)cc1,2.074816441
CC1NC(=O)N(c2ccc(F)c(C(F)F)c2)C1=O,1.184691431
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,0.954242509
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cc3ccccc3cn2)[nH]1,1.416640507
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,2.242044239
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3n2)[nH]1,1.033423755
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ncccc3c2)[nH]1,1.033423755
CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cnc3ccccc3c2)[nH]1,1.644438589
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,1.158362492
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2F)[nH]1,1.209515015
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,1.445604203
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cnc3ccccc3n2)[nH]1,1.23299611
CCC(=O)CCCCC[C@H](NC(=O)CCN(C)C)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,1.130333768
CCC(=O)CCCCC[C@H](NC(=O)CCN1CCN(C)CC1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,2.100370545
CCC(=O)Cn1c(=O)c2c(OC)c(C(=O)NC3CCN(CCO)CC3)n(C)c2c2ccccc21,0.431363764
CCC(=O)N(c1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3OC)n(C)c12)C(C)C,2.290702243
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.463445032
CCC(=O)N1CCc2c(nc(C)n2[C@@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1,0.995635195
CCC(=O)N1CCc2c(sc3ncn(CCc4cc(OC)ccc4OC)c(=O)c23)C1,1.597695186
CCC(=O)NCCC1CCc2ccc3nc(C)oc3c21,1.416640507
CCC(=O)NCCC1CCc2ccc3nc(C)sc3c21,1.567026366
CCC(=O)NCCC1CCc2ccc3nn(C)cc3c21,1.315970345
CCC(=O)NCCC1CCc2ccn3nc(C)cc3c21,1.255272505
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1.644438589
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.661812686
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C,0.431363764
CCC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,1.209515015
CCC(=O)c1csc2c(C(F)(F)F)cc(N3CCN(CC(=O)NC(C)C)CC3)nc12,1.51054501
CCC(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CCOc3cc(C(F)(F)F)ccc32)CC1,1.29666519
CCC(C)(C)C(=O)N1CCc2c(sc3ncn(CCc4cc(OC)cc(OC)c4)c(=O)c23)C1,2.235275877
CCC(C)(C)N1Cc2nc3c(-c4cc(OC)ccc4OC)cccc3c(N)c2C1=O,1.936513742
CCC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3cc(C)c4[nH]nc(C)c4c3)CC1)C2,1.498310554
CCC(C)(NC(=O)c1cc(F)cc2cc(-c3ccc(Cl)cc3)oc12)C(=O)O,1.459392488
CCC(C)NC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,0.927370363
CCC(C)S(=O)(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,2.033423755
CCC(C)n1c(C)c(C(=O)NCc2c(C)cc(C)nc2O)c2ccccc21,2.274388796
CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,1.485721426
CCC(CC)Nc1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3OC)n(C)c12,1.829303773
CCC(CC)[N+]12CCC(CC1)[C@@H](OC(=O)[C@](C)(c1ccccc1)N1CCCCC1)C2,1.739572344
CCC(CC)c1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3Cl)n(C)c12,2.033423755
CCC(CC)c1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3OC)n(C)c12,2.2509077
CCC(CC)c1ccc(Cl)c2nc(Oc3c(C)cc(C#N)cc3Cl)n(C)c12,1.878521796
CCC(CC)c1ccc(Cl)c2nc(Oc3c(C)cc(C(N)=O)cc3Cl)n(C)c12,1.416640507
CCC(CC)c1ccc(Cl)c2nc(Oc3c(C)cc(Cl)cc3Cl)n(C)c12,1.893761762
CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,0.799340549
CCC/N=C1\S/C(=C\c2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,0.556302501
CCC/N=C1\S/C(=C\c2ccc(OC[C@@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,0.556302501
CCC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCN1,1.068185862
CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,0.908485019
CCC1(C)NC(=O)c2cc(S(=O)(=O)N(C)c3ccccc3)ccc2NC1=O,2.298634783
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,0.799340549
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,0.431363764
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,1.158362492
CCC1(CC)C(=O)NC(=O)N1c1cc(C)c(CCS(=O)(=O)N2CCC3(CC2)N=C(c2ccc(OC(F)(F)F)cc2)NC3=O)c(C)c1,1.416640507
CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,1.556302501
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c2cc(F)ccc2O1,2.635483747
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c2cccc(F)c2O1,2.587710965
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnccc23)c2cc(F)ccc2O1,2.545307116
CCC1(CC)OC(NC23CC4CC(CC(C4)C2)C3)=NC1=O,1.369215857
CCC1(CC)OC(NC23CC4CC(CC(O)(C4)C2)C3)=NC1=O,0.653212514
CCC1(CC)OC(N[C@@H](C)c2ccccc2C(F)(F)F)=NC1=O,0.73239376
CCC1(OC(=O)N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)COC1,1.967079734
CCC1=C(c2cc(OC)c(OC)c(OC)c2)c2ccc(OC)c(O)c2CCC1,2.087781418
CCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,2.094121596
CCC1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,2.18723862
CCC1Cc2cc(C#N)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.780317312
CCC1Cc2cc(OC(C)C)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.184691431
CCC1Cc2cc(OC)c(C3CC3)cc2-c2cc(=O)c(C(=O)O)cn21,0.130333768
CCC1Cc2cc(OCC(C)C)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.068185862
CCC1Cc2cc(OCC(F)F)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,-0.684029655
CCC1Cc2cc(OCC3CC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.635483747
CCC1Cc2cc(OCCC3CCCCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.983626287
CCC1Cc2cc(OCCCO)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.209515015
CCC1Cc2cc(OCCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.23299611
CCC1Cc2cc(OCCN3CCCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.459392488
CCC1Cc2cc(OCCN3CCCC3=O)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.472756449
CCC1Cc2cc(OCCN3CCOCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.431363764
CCC1Cc2cc(OCCO)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.893761762
CCC1Cc2cc(OCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.334453751
CCC1Cc2cc(OCCOCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,-1.063486258
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,0.100370545
CCCC(=O)N1CCc2c(nc(C)n2[C@@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1,1.352182518
CCCC(CCC)c1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3OC)n(C)c12,2.074816441
CCCC(Oc1cc(N(C)c2nc(C)nc3ccccc23)ccc1OC)C(=O)NO,1.597695186
CCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCCN1,1.276461804
CCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,0.73239376
CCCC1(C(=O)c2ccc3[nH]ccc3c2)CCCN1,1.991669007
CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,1.385606274
CCCC1(CCC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c2cccc(F)c2O1,2.653212514
CCCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,2.304490528
CCCCC(Oc1cc(N(C)c2nc(C)nc3ccccc23)ccc1OC)C(=O)NO,2.026124517
CCCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,1.244277121
CCCCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,2.310268367
CCCCC1CN(C2CCOCC2)C(=O)N1C1CCN(C2(C)CCN(C(=O)c3c(C)cc(C#N)nc3C)CC2)CC1,1.255272505
CCCCC1CN(C2CCOCC2)C(=O)N1C1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1,0.908485019
CCCCC1CN(CC2CCCCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)cccc3C)CC1)CC2,2.441380885
CCCCC1CN(CC2CCCCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.029789471
CCCCC1CN(CC2CCOCC2)C(=O)N1C1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1,1.51054501
CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)cc(C#N)nc3C)CC1)CC2,1.5774918
CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.184691431
CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)cccc3C)CC1)CC2,2.169086357
CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.029789471
CCCCC1CN(S(=O)(=O)C2CC2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.954242509
CCCCC1CN(S(=O)(=O)C2CCN(C(C)=O)CC2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.799340549
CCCCC1CN(S(=O)(=O)C2CCN(C=O)CC2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.73239376
CCCCC1CN(S(=O)(=O)C2CCOCC2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.401400541
CCCCC1CN(S(=O)(=O)N(C)C)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.270212855
CCCCC1CN(S(=O)(=O)N2CCOCC2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.395151592
CCCCC1CN(S(=O)(=O)c2ccccc2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.842422003
CCCCC1CN(S(=O)(=O)c2ccccn2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.445604203
CCCCC1CN(S(=O)(=O)c2cn(C)cn2)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.936513742
CCCCC1CN(S(C)(=O)=O)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,0.799340549
CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)cccc3C)CC1)CC2,2.675228254
CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,2.163757524
CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)cccc3C)CC1)CC2,2.783546282
CCCCC1N(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.385606274
CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1,0.653212514
CCCCCCCSc1nc2cc(OC)ccc2[nH]1,3.380004903
CCCCCCCc1nc(-c2ccc(CNC(=O)[C@H]3NCC[C@@H]3O)cc2)no1,1.607455023
CCCCCCSc1nc2cc(OC)ccc2[nH]1,3.219791409
CCCCCNS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.799340549
CCCCCOc1cc(C)c(C)cc1S(=O)(=O)NC1CCCC1,2.707825568
CCCCCOc1cc(C)c(Cl)cc1S(=O)(=O)NCc1cccs1,2.749427099
CCCCCOc1cccc(CCNCC(=O)N(C)C)c1,1.416640507
CCCCCS(=O)(=O)NC(=O)/C(C)=C/c1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.255272505
CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(C(C)C)nn1Cc1ccc(Cl)cc1Cl,1.949877704
CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(C2CC2)nn1Cc1ccc(C(F)(F)F)cc1Cl,1.686636269
CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,1.369215857
CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(Cl)cc1Cl,1.416640507
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OC(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.23299611
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCC(C)=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.431363764
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCCC#N)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.315970345
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.158362492
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCCS(C)(=O)=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,0.73239376
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ccc(C(F)(F)F)cc1Cl,1.100370545
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,0.908485019
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ncc(Cl)cc1Cl,0.908485019
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ncccc1Cl,1.209515015
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC2CC2)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.352182518
CCCCCS(=O)(=O)NC(=O)C(C)Cc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,2.061452479
CCCCCS(=O)(=O)NC(=O)C(Cc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl)OC,1.811575006
CCCCCS(=O)(=O)NC(=O)C1CC1c1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.556302501
CCCCCS(=O)(=O)NC(=O)CCc1cc(-c2ccccc2)nn1Cc1ccc(Cl)cc1Cl,1.999565488
CCCCCS(=O)(=O)NC(=O)CCc1cc(C(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,2.087781418
CCCCCS(=O)(=O)NC(=O)CCc1cc(C(C)C)nn1Cc1ccc(Cl)cc1Cl,2.047664195
CCCCCS(=O)(=O)NC(=O)CCc1cc(C2CC2)nn1Cc1ccc(C(F)(F)F)cc1Cl,1.846337112
CCCCCS(=O)(=O)NC(=O)CCc1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,2.166430114
CCCCCS(=O)(=O)NC(=O)CCc1cc(OC(C)C)nn1Cc1ccc(Cl)cc1Cl,2.237543738
CCCCCS(=O)(=O)NC(=O)CCc1cc(OCCOC)nn1Cc1ccc(Cl)cc1Cl,2.112605002
CCCCCS(=O)(=O)NC(=O)CCc1cc(OCc2ccccc2)nn1Cc1ccc(Cl)cc1Cl,1.954242509
CCCCCS(=O)(=O)NC(=O)CCc1cc(OCc2ccccn2)nn1Cc1ccc(Cl)cc1Cl,2.304490528
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OC(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.710117365
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCC(=O)N(CC)CC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.931966115
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCN2CCCC2=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.846337112
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.840733235
CCCCCS(=O)(=O)NC(=O)CCc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,1.846337112
CCCCCS(=O)(=O)NC(=O)OCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.908485019
CCCCCS(=O)(=O)NC(=O)OCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,1.315970345
CCCCCS(=O)(=O)NCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,2.276461804
CCCCCS(=O)(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,2.209515015
CCCCCS(=O)(=O)[N-]C(=O)C(C)(C)Cc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,2.007320953
CCCCCSc1nc(O)c2sc(N)nc2n1,1.209515015
CCCCCSc1nc2cc(OC)ccc2[nH]1,3.222094491
CCCCCc1c(Cl)nc(NC(=O)NC(C)(C)C)c(=O)n1CC(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,1.472756449
CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,2.117403884
CCCCCn1nc(C(=O)NC(C)(C)CO)c(N)c1C(C)(C)C,1.972943008
CCCCCn1nc(C(=O)NC(C)(C)CO)cc1-c1ccc(F)cc1F,1.764475027
CCCCCn1nc(C(=O)NC(C)(C)CO)cc1C(C)(C)C,1.749427099
CCCCCn1nc(C(=O)N[C@@H](C(=O)OC)C(C)C)cc1C(C)(C)C,2.022428371
CCCCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,2.022428371
CCCCNC(=O)C1c2ccccc2C(=O)N1CC(C)(O)c1ccc(Cl)cc1,1.760422483
CCCCNC(=O)C1c2ccccc2C(=O)N1CC(C)c1ccc(F)cc1,2.209515015
CCCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,1.597695186
CCCCNS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1.626340367
CCCCOCCOc1ccc(-c2ccc(C(=O)O)c(F)c2)cc1,0.857332496
CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C,1.51054501
CCCCOc1ccc(NC(=O)Nc2ccc(/C(C)=N/NC(=N)N)cc2)cc1,1.661812686
CCCCOc1cccc(CCNCC(=O)N(C)C)c1,1.068185862
CCCCOc1ccccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,0.73239376
CCCCS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1.100370545
CCCCS(=O)(=O)NC(=O)CCc1cc(OC(C)C)nn1Cc1ccc(Cl)cc1Cl,2.171726454
CCCCS(=O)(=O)NCCOc1ccc2c(c1)[C@@H](Cc1ccc(Cl)c(Cl)c1)[C@@H](N)CC2,2.192288613
CCCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1.184691431
CCCCSc1nc2cc(OC)ccc2[nH]1,2.869642345
CCCCSc1nncc(-c2cnnc(SCCCC)n2)n1,1.918030337
CCCC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C,2.287286539
CCCC[C@@H](O)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1,1.459392488
CCCC[C@@H](O)C(=O)N1[C@H](C(=O)NCc2cc(Cl)ccc2-n2cnnn2)C[C@H]2C[C@H]21,1.903632516
CCCC[C@@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.184691431
CCCC[C@H]1CN(C)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)cc(C#N)nc3C)CC1)CC2,1.401400541
CCCC[C@H]1CN(CC2CCC(F)(F)CC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.979548375
CCCC[C@H]1CN(CC2CCCCO2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ccnc3C)CC1)CC2,1.678518379
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)cc(=O)oc3C)CC1)CC2,1.51054501
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ccnc3C)CC1)CC2,1.472756449
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)nc(C(F)(F)F)nc3C)CC1)CC2,1.617000341
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.033423755
CCCC[C@H]1CN(CCC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.522444234
CCCC[C@H]1CN(S(=O)(=O)CC(F)(F)F)CCC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,1.678518379
CCCC[N+]12CCC(CC1)[C@@H](OC(=O)[C@](C)(c1ccccc1)N1CCCCC1)C2,1.739572344
CCCCc1ccc(-c2nc(C)c(-c3ccnc(N)n3)s2)cc1,0.472756449
CCCCc1ccc(-c2nc(C)c(-c3ccnc(NC(=N)N(C)C)n3)s2)cc1,0.829303773
CCCCc1ccc(-c2nc(C)c(-c3ccnc(NN)n3)s2)cc1,0.431363764
CCCCc1ccc(-c2nc(C)c(/C(C)=N/NC(=N)N)s2)cc1,1.858958055
CCCCc1ccc(NC(=O)Nc2ccc(/C(C)=N/NC(=N)N)cc2)cc1,2.232538718
CCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,1.51054501
CCCCc1ccc(S[C@H]2C[C@@H](C)[C@H]([C@H]3C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N3C)O2)cc1,0.739572344
CCCCc1nnc(C2CCN(c3ccccn3)CC2)n1Cc1ccccc1,2.14176323
CCCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccccc21,2.494571984
CCCN(CC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CC)CCC,1.315970345
CCCN(CC1CC1)c1cc(C(=O)Nc2ccc3[nH]ncc3c2)ncn1,1.184691431
CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)CCC,1.717670503
CCCN(CCC)c1cc(C(=O)Nc2ccc(O)cc2)ncn1,0.556302501
CCCN(CCC)c1ccc(Cl)c2nc(Nc3c(C)cc(Cl)cc3OC)n(C)c12,2.214313897
CCCN(CCO)C(=O)c1cc2ccccn2c1-c1ccccc1,2.29666519
CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,2.152899596
CCCN1C(=N)[C@@H]([C@H](C[C@@H]2CCCNC2=O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)c2cc(C)on2)OC1=O,1.184691431
