smiles,log HLM(ml/min/kg)
COc1cc(-c2cccc(C(F)(F)F)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncccn3)ccc21,0.653212514
COc1cc(-c2cccc(C)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3ccon3)ccc12,1.51054501
COc1cc(-c2cccc(Cl)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3ccon3)ccc12,1.51054501
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncc(O)c2cc(S(=O)(=O)Nc3ccon3)ccc12,1.130333768
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncco3)ccc12,1.617000341
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncnc2cc(S(=O)(=O)Nc3ccon3)ccc12,1.276461804
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nn(C)c(=O)c2cc(S(=O)(=O)Nc3ccon3)ccc12,1.158362492
COc1cc(-c2ccncc2)cc2cnc(Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,0.857332496
COc1cc(-c2cnc(C)n2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1,1.404491618
COc1cc(-c2cnc(C)n2C)ccc1Nc1ncc2ccnc(NCC(C)(C)C)c2n1,1.854063012
COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(N[C@@H](C)C(C)(C)C)c2n1,2.133794301
COc1cc(-c2nnc3n2CCC3)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1,1.413634997
COc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1,1.330819466
COc1cc(-c2nncn2C)ccc1Nc1ncc2ccnc(NCC(C)(C)C)c2n1,1.91850214
COc1cc(/C=C/c2ccc(NC(=O)C3CC3)cc2)c(/C=C/[N+](=O)[O-])c(OC)c1,1.261738547
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,1.523616419
COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,1.983626287
COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,2.334453751
COc1cc(C#N)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,1.51054501
COc1cc(C(=O)N2CCC(NC(=O)c3ccccc3OC(F)(F)F)c3c2cnn3C(C)C)cnc1OC,1.130333768
COc1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,1.521033422
COc1cc(C(=O)N2CCN(C)CC2)ccc1NC(=O)c1csc2cncnc12,1.369215857
COc1cc(C(=O)N2CC[C@H](NC(=O)c3ccccc3OC(F)(F)F)c3c2cnn3C(C)C)cnc1OC,0.73239376
COc1cc(C(=O)N2CC[C@H](Oc3ccccc3C(F)(F)F)C2)ccc1-n1cnc(C)c1,1.660106222
COc1cc(C(=O)N2CC[C@](O)(COc3ccccc3C(F)(F)F)C2)ccc1-n1cnc(C)c1,2.047664195
COc1cc(C(=O)NC2CCNCC2)ccc1Nc1nc(Nc2ccccc2P(C)(C)=O)c2cc[nH]c2n1,1.06483222
COc1cc(C(=O)NC2COc3cc(Cl)ccc32)ccc1-n1cnc(C)c1,1.505692507
COc1cc(C(=O)NC2COc3ccc(F)cc32)ccc1-n1cnc(C)c1,1.292699003
COc1cc(C(=O)NC2COc3cccc(Cl)c32)ccc1-n1cnc(C)c1,1.94235535
COc1cc(C(=O)NCC2(c3ccc(F)cc3)CCC2)ccc1-n1cnc(C)c1,2.003460532
COc1cc(C(=O)NCCCN2CCN(C)CC2)ccc1NC(=O)c1csc2cncnc12,1.276461804
COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,0.941014244
COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,0.739572344
COc1cc(C(=O)NCc2cc(-c3cccc(Cl)c3)no2)ccc1-n1cnc(C)c1,1.431363764
COc1cc(C(=O)NCc2cccc(C(F)(F)F)c2)ccc1-n1cnc(C)c1,1.419625361
COc1cc(C(=O)NCc2cnc(-c3ccccc3)s2)ccc1-n1cnc(C)c1,1.42111013
COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(OC2CCC2)c(Cl)c1,2.161068385
COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(OCC2(C)CC2)c(Cl)c1,1.995635195
COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,1.385606274
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(N2CCC[C@H]2C(C)C)c(Cl)c1,2.539703239
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OC2CCC2)c(Cl)c1,1.962842681
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OCC(C)C)c(Cl)c1,1.597695186
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C#N)c1,1.545307116
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Sc2cccc(C)c2)c(Cl)c1,2.253095586
COc1cc(C(=O)N[C@@H](C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,1.054613055
COc1cc(C(=O)N[C@H]2CCc3ccc(Cl)cc32)ccc1-n1cnc(C)c1,1.468790262
COc1cc(C(=O)N[C@H]2COc3c(Cl)cccc32)ccc1-n1cnc(C)c1,1.242044239
COc1cc(C(=O)N[C@H]2COc3ccc(Cl)cc32)ccc1-n1cnc(C)c1,1.302547372
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I,0.857332496
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,-0.744727495
COc1cc(C(F)(F)F)cc(SC)c1C(=O)N[C@@]1(c2ccccc2)CCCN(C)C1,1.23299611
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ccccn3)ccc12,1.158362492
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3cncs3)ccc12,1.617000341
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncccn3)ccc12,1.184691431
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3nccs3)ccc12,1.352182518
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,1.130333768
COc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,1.431363764
COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.975431809
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)c(OC)cn1,0.799340549
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c(OC)nc1OC,0.653212514
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cnc1OC,0.653212514
COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12,1.995635195
COc1cc(C)c(C(=O)N2C[C@@H]3CN(CC[C@H](NC(=O)C4CCCC4)c4ccccc4)C[C@@H]3C2)c(C)c1,2.336259552
COc1cc(C)c(S(=O)(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N(CCCN2CCN(C)CC2)Cc2ccccc2)c(C)c1C,2.372543801
COc1cc(CCn2cnc3ccc(-c4c(C)noc4C)cc3c2=O)cc(OC)c1,2.312177356
COc1cc(CCn2cnc3ccc(-c4ccccc4S(=O)(=O)N(C)C)cc3c2=O)cc(OC)c1,2.42111013
COc1cc(CCn2cnc3ccc(-c4ccccc4S(N)(=O)=O)cc3c2=O)cc(OC)c1,2.04060234
COc1cc(CCn2cnc3ccc(-c4cn[nH]c4C)cc3c2=O)cc(OC)c1,1.962842681
COc1cc(CCn2cnc3ccc(-c4cnc(OC)nc4)cc3c2=O)cc(OC)c1,1.587710965
COc1cc(CCn2cnc3ccc(-c4cnc(OC)nc4OC)cc3c2=O)cc(OC)c1,1.903632516
COc1cc(CCn2cnc3ccc(-c4cncnc4)cc3c2=O)cc(OC)c1,1.7930916
COc1cc(CCn2cnc3ccc(-c4noc(C)n4)cc3c2=O)cc(OC)c1,1.29666519
COc1cc(CCn2cnc3sc4c(c3c2=O)CCC(N2CCSC2)C4)cc(OC)c1,2.184691431
COc1cc(CCn2cnc3sc4c(c3c2=O)CCC2(C4)OCCO2)cc(OC)c1,1.773786445
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C(C)(C)N)C4)cc(OC)c1,0.431363764
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C(C)(C)O)C4)cc(OC)c1,1.158362492
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C(C)(F)F)C4)cc(OC)c1,2.202215776
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C(F)(F)F)C4)cc(OC)c1,2.09725731
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C2(O)CC2)C4)cc(OC)c1,1.416640507
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)C2CCC2)C4)cc(OC)c1,2.094121596
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)CC(C)C)C4)cc(OC)c1,2.246498581
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)CN(C)C)C4)cc(OC)c1,0.653212514
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)CN)C4)cc(OC)c1,0.255272505
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(C(=O)CO)C4)cc(OC)c1,0.908485019
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(=O)(=O)C(C)C)C4)cc(OC)c1,2.084576278
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(=O)(=O)C2CCCC2)C4)cc(OC)c1,2.23299611
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(=O)(=O)N(C)C)C4)cc(OC)c1,2.174350597
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(=O)(=O)N2CCCCC2)C4)cc(OC)c1,2.412124406
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(C)(=O)=O)C4)cc(OC)c1,1.51054501
COc1cc(CCn2cnc3sc4c(c3c2=O)CCN(S(N)(=O)=O)C4)cc(OC)c1,1.23299611
COc1cc(CCn2cnc3sc4c(c3c2=O)CCS(=O)(=O)C4)cc(OC)c1,1.607455023
COc1cc(CN(C)CCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.147367108
COc1cc(CNC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)ccc1F,2.939219636
COc1cc(CNCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,1.555215405
COc1cc(CNCCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1.115610512
COc1cc(CNCCN2CCCCC2)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1.490800952
COc1cc(CNCCN2CCNCC2)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.904607364
COc1cc(CNCCN2CCOCC2)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1.161068385
COc1cc(CNCCS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.951628894
COc1cc(CO)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1.054613055
COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,2.689442058
COc1cc(C[C@@H]2CCCN2C(=O)c2nc(C)sc2-c2cccc(C)c2)cc(OC)c1,2.856245401
COc1cc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,2.752202153
COc1cc(Cl)c(-c2nc(SCC(=O)N(C)C)nc3[nH]cc(C#N)c23)cc1O,1.81756537
COc1cc(Cl)c(-c2nc(SCC(=O)N(C)C)nc3[nH]cc(C#N)c23)cc1OC,0.556302501
COc1cc(Cl)c(C(=O)Nc2cc(C(N)=O)nn2-c2ccccc2)cc1-c1ccccn1,0.995635195
COc1cc(Cl)ccc1Oc1ccccc1CN(C)C,1.607455023
COc1cc(F)c(CNc2ncc(-c3cccnc3C)c3nncn23)c2c1OCC2,1.255272505
COc1cc(F)c2ccc(NC3CCN(CC4=CC5CCCC(C4)N5C(C)=O)CC3)nc2c1,0.857332496
COc1cc(F)cc2c1nnc1c2c(-c2ccccc2Cl)nn1C,0.556302501
COc1cc(F)cc2c1nnc1c2c(-c2cccnc2C)nn1C,0.556302501
COc1cc(F)cc2c1nnc1c2c(-c2ccncc2C)nn1C,0.73239376
COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1,1.033423755
COc1cc(F)ccc1-c1ccnc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)n1,1.571242851
COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1,1.607455023
COc1cc(F)ccc1-c1cncc(CNC(=O)c2cnccn2)c1,1.760422483
COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,1.823474229
COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,1.987666265
COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F,1.543074235
COc1cc(F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,1.995635195
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,2.03594978
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,1.656673046
COc1cc(N2CCC[C@H](NC(=O)C3CC3)C2)ccc1Cl,1.607455023
COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1cccc(-c2cnn(C)c2)n1,0.653212514
COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,1.100370545
COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc2cncnc12,0.995635195
COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,1.100370545
COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,1.255272505
COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,1.23299611
COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.904120213
COc1cc(OC(F)(F)F)ccc1CNc1nc(N2CCN(C(C)=O)CC2)nc2c1CN(C(C)C)C2=O,1.445604203
COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,0.702430536
COc1cc(OC)c2nnc3c(c(-c4cccc(C(N)=O)c4)nn3C)c2c1,0.653212514
COc1cc(OC)c2nnc3c(c(-c4ccccc4Cl)nn3C)c2c1,0.653212514
COc1cc(OC)c2nnc3c(c(-c4cccnc4C)nn3C)c2c1,0.255272505
COc1cc(OC)c2nnc3c(c(-c4sc(C)nc4C)nn3C)c2c1,0.255272505
COc1cc(OC)c2nnc3c(c(C4CC4)nn3C)c2c1,0.556302501
COc1cc(OC)nc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)n1,1.401400541
COc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c(OC)cc1C,2.872272846
COc1cc([C@H](C(=O)NCc2ccccc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)ccc1C#N,1.472756449
COc1cc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cnc1OC,1.51054501
COc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,0.644438589
COc1cc2[nH]c(-c3cccc(Oc4ccccc4)c3)c(C(=O)OCCCN3CCOCC3)c(=O)c2cc1F,0.995635195
COc1cc2[nH]c(-c3cccc(Oc4ccccc4)c3)c(C(=O)OCCO)c(=O)c2cc1F,0.635483747
COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1Cl,1.184691431
COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br,1.100370545
COc1cc2c(Nc3cnc(OCCCC4CCCC4)nc3)ncnc2cc1OCCCN1CCCCC1,1.936513742
COc1cc2c(OC[C@@H]3CCC(=O)N3)cccc2cc1C(N)=O,1.068185862
COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,0.908485019
COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@H]3C)nccc2cc1C(N)=O,0.908485019
COc1cc2c(OC[C@H]3NC(=O)[C@H](C)[C@H]3C)nccc2cc1C(N)=O,1.459392488
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)nccc2cc1C(N)=O,1.033423755
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1,1.216693599
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,1.735997884
COc1cc2c(c(OC)c1OC)-c1c(cc(O)c(OC)c1OC)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccccc1,1.654946227
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,0.873320602
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,0.498310554
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)C(C)(C)C)C1)N2,1.617000341
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C(C)C)C(C)C)C1)N2,2.740993932
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)OC)C1)N2,1.534026106
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccc(F)cc3F)C1)N2,1.941014244
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccccc3)C1)N2,2.112605002
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N3CCCCC3)C1)N2,2.136086097
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)Nc3ccccc3)C1)N2,1.23299611
COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)OC(C)(C)C)C1)N2,1.5774918
COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,0.954242509
COc1cc2c(cc1Cc1ccccc1)C[C@H](N)C(=O)N2O,1.369215857
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)C(=O)C2,0.617000341
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)nc1)C(=O)C2,1.848004271
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)nc1)C(=O)C2,2.149311506
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,1.672744198
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cn1)C(=O)C2,2.146531122
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)nc1)C(=O)C2,2.132643851
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCNC(=O)C4)CC3)cc1)C(=O)C2,0.485721426
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1cnc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cn1)C(=O)C2,2.29666519
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,0.431363764
COc1cc2c3c(cnn3CCN([C@@H]3CN4CCC3CC4)C2=O)c1,0.209515015
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCCO2,0.556302501
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2,0.799340549
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(OC)c1F)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,0.908485019
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1ccc2c(c1)N(C)CC2,0.617000341
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1ccc2occc2c1,1.485721426
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,1.068185862
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCN2C,1.033423755
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,1.100370545
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccsc12,1.276461804
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccnc1OC)[C@@](O)(CCN(C)C)c1cccc2ccoc12,1.255272505
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cc2ccccc2o1,1.431363764
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccc2occc2c1,1.209515015
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2ccoc12,1.209515015
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2occc12,1.033423755
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccnc2c1OCCO2,0.857332496
COc1cc2ccc(Br)cc2cc1[C@@H](c1cnc(OC)c(OC)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,1.158362492
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2,1.130333768
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cc2ccccc2o1,1.587710965
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,0.995635195
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,1.445604203
COc1cc2ccc(C#N)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2c1OCC2,1.315970345
COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC,1.995635195
COc1cc2nc(Nc3ccc(F)cc3)nc(NCC3CCCO3)c2cc1OC,1.385606274
COc1cc2nc([S+]([O-])CC(=O)Nc3ccc(C#N)cc3)nc(Nc3c(C)cc(/C=C/C#N)cc3C)c2cc1OC,0.881099218
COc1cc2ncc(C(=O)N(C)C)c(Nc3ccc(Cl)cc3F)c2cc1OC,1.068185862
COc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)cc3F)c2cc1OC,1.315970345
COc1cc2nccc(CN3CCc4c(C(=O)Nc5ccc(F)c(C(F)(F)F)c5)cccc4C3=O)c2cc1OC,2.428458774
COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C3)c2cc1OC,2.399846713
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)no5)cccc4c3)c2cc1OC,1.556302501
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,1.431363764
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3F)c2cc1OC,1.431363764
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccn5)cccc4c3)c2cc1OC,1.857332496
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)c2cc1OC,1.908485019
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccncc5)cccc4c3)c2cc1OC,1.431363764
COc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,0.746634199
COc1ccc(-c2c(C(=O)N3CCC[C@H]3CO)cc3cccnn23)cc1,0.954242509
COc1ccc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)n1,1.184691431
COc1ccc(-c2cc(-c3ccc(-c4nnc(C)o4)cc3)cnc2N)cn1,1.835056102
COc1ccc(-c2cc(-c3ccc(-n4cccn4)cc3)cnc2N)cn1,0.908485019
COc1ccc(-c2cc(-c3ccc(-n4cncn4)cc3)cnc2N)cn1,0.857332496
COc1ccc(-c2cc(-c3ccc(C(=O)N(C)C)cc3)cnc2N)cn1,0.999565488
COc1ccc(-c2cc(-c3ccc(C(=O)NCCN4CCOCC4)cc3)cnc2N)cn1,1.033423755
COc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)cnc2N)cn1,0.739572344
COc1ccc(-c2cc(-c3ccc(OC(F)(F)F)cc3)cnc2N)cn1,1.312177356
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)cnc2N)cn1,1.948999454
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)cn1,1.502017215
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cnc2N)cn1,1.365862215
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)NC4CC4)cc3)cnc2N)cn1,1.130333768
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2I)cn1,0.81756537
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,0.746634199
COc1ccc(-c2cc(-c3ccc4cnn(C)c4c3)cnc2N)cn1,1.033423755
